category,last_replier,poster,replies,text,topic,views 
Help me!,Cilla,Cilla,2,What is this? I wish I had askes that day I bought it.,Photo. Species?,237
Help me!,Samantha,CookieRob,2,"Thank you Auk for your offer by the way. Since I can't afford the international shipping costs, I'm appealing to all US residents only. PLEASE let me have your dead trees. Thank you",US residents PLEASE let me have your dead trees,230
Help me!,leatherback,Khesp18,1,"I got this little. Chinese elm at the beginning of August. I have carefully maintained proper water (with the exception of it drying out once in the beginning, I now use the chop stick method to...",Chinese elm dried leaves help?!?!,295
Help me!,leatherback,Brenda6118,1,"bonsai has white markings on bark and brown leaves (I de-leafed) there are some signs of new green growth

am I wasting my time? any advise would be much appreciated

2 photos",Sons bonsai ficus needs serious help,221
Help me!,BaraS,BaraS,5,"Hi all. Thanks in advance for your help.

I received this lovely bonsai froma friend in December. I keep it indoors, and it gets a lot of light from the west. It was flourishing with lots of green and...",Everything was going great....now i need help,302
Help me!,b1234,b1234,4,"I saw beautiful few years old pine near the woods last week and I decided to pick it up and try doing a bonsai from it, eventually. The seasons is not that great since its mid fall, and the...",Pine - Yamadori,458
Help me!,leatherback,Florian,4,"Hello everybody how are you ?

i need help please what le this species of bonsai",What species,322
Help me!,leatherback,JADE18,2,"Hey everyone, I am new to this forum and I am new to bonsai trees. A year ago my boyfriend bought me a 17 year old Jade Bonsai tree, and it was amazing! I didn't really know anything about Bonsai...",Please Help! 18 year old bonsai dead?,320
Help me!,Biafra,Biafra,2,"So like a week ago we had some unnaturaly hot days for the time, and my chinese elm started growing new leaves..
Even though it should start going dormant. Should i do anything now?
Thanks",Chinese Elm buds started to open,380
Help me!,333Adriaan333,333Adriaan333,3,Let's try and make a bonsai tree out of this,House plant to bonsai tree,264
Help me!,Samantha,Seerat Waraich,3,"Greeting
I live in Punjab India where the temperature range is fairly hot in summers and gets cold in winters
I have my Carmona bonsai for about two years now , It looks pretty healthy to me and i...",About Carmona(Fukian tea) flower blooming,241
Help me!,Lisacek,Lisacek,2,"Hello,

I bought my first bonsai tree beginning of September. Up till now I've been able to keep it happy, but recently the leaves have started falling down and generally don't look as healthy as they...",Zantoxylom piperitum looking down,698
Help me!,CookieRob,CookieRob,6,"I need your dead trees for a project. Will you give them to me or if I must buy them, sell them to me for a small fee? I would appreciate it very much. Thank you",I want your dead trees,258
Help me!,leatherback,unityGT,1,I just got a great deal on this 70+ year old Willow Leaf Ficus. I will be keeping it indoors at 70 degrees Fahrenheit with medium humidity. I am wondering if anyone has a lot of experience with these...,Need ideas and suggestions for my WillowLeaf Ficus,211
Help me!,Auk,Ed_and_Jo,1,"Our new beautiful ficus ginseng from Ikea is losing its leaves fast. We try to spray the surface of it’s soil every couple of days, and water it well once per week. We don’t think we’re...",Unhappy Ficus Ginseng - Dropping Leaves,781
Help me!,Ablum,Ablum,0,"I have a few Fukien tea trees that have thrived all summer outside, but now are starting to loose some leaves. They are turning flat and loosing that shiny look. They feel floppy as well. I’m sure...",Help! Fukien tea tree indoor problems.,307
Help me!,m5eaygeoff,AngelL10,1,"Hello. My bonsai needs desperate help, I don't know what to do to help him. I can't figure out the species it is, maybe someone can tell by the leaves?
At first it was good and healthy, but then I...","My bonsai is dying, please help :(",314
Help me!,Auk,Alex25Nyorks,7,"I recently saved a tall Witch Hazel before it was dug up and thrown away by the owner. Its a thick twin trunk at the base. However it's certainly no bonsai potential atm, it has an interesting base...",Witch Hazel dilemma!,614
Help me!,EmmanGlycolysis,EmmanGlycolysis,8,"Hey, so I cracked part of a branch on my juniper a few weeks ago, and while the foliage has not entirely yellowed, it is noticeably less green than the other part. So it that branch doomed, are will...",Cracked Juniper Branch,452
Help me!,Auk,I have a bonsai,1,"Can anyone help me identify what bonsai this is
It has been growing for 3 years now and I would like to know how to properly take care of it
Thanks",Bonsai ID,233
Help me!,Auk,BillyC41,1,"I'm fairly new to Bonsai and I see all the ways to take care of your juniper bonsai during winter, but I cannot find info on winter care if you live in a tropical climate. I'm in south Florida. Any...",Juniper Bonsai winter care,321
Help me!,Zarniwoop,Kitten69,11,Can anyone tell me why after having a perfectly healthy sequoia all summer it's now suffering from brown dropping leaves? What can I do if anything,Giant sequoia,696
Help me!,tubaboy,Rxnate,11,"Hello, I am so glad I found this community!
I was at a craft show and they had these Bonsai, and I won one.

They said it’s a False Cypress is that true?
For care, they said inside, near window...",Dry needles / need to save it,531
Help me!,m5eaygeoff,Topsykrets,4,"Good Day All

Newbie here

I have received a bonsai tree (or so the person says) as a gift.
Unfortunately he was not sure as to what it could be, guessing it was a Dwarf African Strangler Fig
I would...",Species,335
Help me!,Juliet,Joop,3,"Hello Bonsai Empire,

We got a beautiful bonsaitree as gift but after a few weeks it is losing lots of leaves.
To take the right action we need help identify the type.
Can you please help us with...",What type of bonsai is this?,291
Help me!,Rakesh,Rakesh,5,"Hello,

I purchased 2 Bonsais (My first) 6 weeks ago from a nursery. A Japanese Holly/Lex Crenata and a Japanese pepper bonsai.
Both have been kept Indoor next to a window all this while and have...",Bonsai Looks dry and brittle! Help!,918
Help me!,Lynn,Lynn,4,I'm not sure what has happened to my Azalea Bonsai. Can anyone tell me if this looks dead? or how to revive it. Maybe Fertilizer? I added a photo of what it looked like it the spring/Summer.,Is this dead?,221
Help me!,Alex25Nyorks,Mei.lin.da,5,Could anyone help me with finding out what species my tree is? Also does anyone have any tips on what style would fit to prone my tree into?,What species is my tree?,310
Help me!,Auk,Rinze,3,"I have a question: I have a Indoor bonsai tree. its a chinese Iep, but i dont have drainige holes in my pot. Is this a problem??? :)",Drainage holes,280
Help me!,Ribulah,Ribulah,6,"I'm new to bonsai and require and some help from anyone who has knowledge of bonsai regarding winter.

I'm in Canada and temperatures regularly reach -20c over winter. My bonsai is basically a sapling...",Help for winter,326
Help me!,Auk,Mertol,2,My wife send my a zelkova bonsai for my new work in july. It didnt see any sunlight in the office it open flowers but now i bring it home and now it seems dying. Leaves are getting brown and crispy...,Is my bonsai dead,901
Help me!,Zarniwoop,ubercnone,1,"Hello,
I'm really noob about bonsai. I have got some seeds but I want to try to sow.

I have these seeds:
-Japanese Yew
-Yezo Ladini
-Japanese Cedar
-Japanese Flowering Quince
-Red Maple

Can you give...",Looking for help about seeds?,218
Help me!,leatherback,X-lem,3,"So this is my first bonsai and it's first winter. Therefore, I'm not exactly sure of the plants behavior during the winter. I have brought the plant inside as it snows considerably and gets below 0...",Bonsai looking droopy during winter,298
Help me!,Auk,Lindsay,2,My bonsai tree started losing its leaves quick. I followed all directions as given. Upon picking up my bonsai? I noticed two huge piles of these beady pellets. They are hard and odd shaped. I'm...,Sediment under bonsai pot,200
Help me!,Kettu,Kettu,0,Hello! I bought a Chinese Sweet Plum (Sageretia theezans) about 9 months ago and it has been doing fine but all of a sudden the leaves started to turn black. It has also been dropping a lot more...,Leaves turning black,258
Help me!,bonsai cat97,bonsai cat97,2,my figus leaves are droping fast they are all green but droping some one help,HELP i dont know whats happening,238
Help me!,leatherback,carlove,1,"I've been thinking about getting a (few) bonsai and starting one from seeds.
I have tried looking online but haven't found any concrete answers to these questions:

If I just buy a bonsai that has a...",A few questions regarding my first bonsai.,205
Help me!,Dawadez,Dawadez,2,"Hi all.
im a begginer and i live in israel with hot climate.
My brother have a nursery with a lot of Pistacia lentiscus (Mastic tree).
He is going to give me two small trees on their first year age....",Pistacia lentiscus (Mastic tree),349
Help me!,Auk,Darkslide,7,Ok so I decided I want to try my hand at growing from seed. How many seeds do I need? Where can I buy seeds from? Will the ficus need stratification or scarification? Should I use fertilizer...,Grow from seed (tiger bark ficus),415
